STATSB,OPHOLD,TID,INDHOLD
Philippines,"Study etc., education",2024M01,2
Philippines,"Study etc., au pair",2024M01,39
Philippines,"Study etc., interns",2024M01,4
Philippines,"Study etc., other reasons",2024M01,1
Singapore,"Study etc., education",2024M01,11
Singapore,"Study etc., interns",2024M01,2
South Korea,"Study etc., education",2024M01,20
Thailand,"Study etc., education",2024M01,9
Thailand,"Study etc., au pair",2024M01,2
Thailand,"Study etc., other reasons",2024M01,1
Australia,"Study etc., education",2024M01,50
Australia,"Study etc., au pair",2024M01,1
Australia,"Study etc., interns",2024M01,1
Australia,"Study etc., other reasons",2024M01,4
New Zealand,"Study etc., education",2024M01,5
New Zealand,"Study etc., interns",2024M01,2
Russia,"Study etc., education",2024M01,4
Russia,"Study etc., interns",2024M01,1
Russia,"Study etc., other reasons",2024M01,1
Ukraine,"Study etc., education",2024M01,7
Belarus,"Study etc., education",2024M01,1
Azerbaijan,"Study etc., education",2024M01,1
Uzbekistan,"Study etc., interns",2024M01,1
Kazakhstan,"Study etc., education",2024M01,3
Kyrgyzstan,"Study etc., interns",2024M01,1
Georgia,"Study etc., education",2024M01,2
Slovenia,"Study etc., other reasons",2024M01,1
Kosovo,"Study etc., interns",2024M01,2
Albania,"Study etc., other reasons",2024M05,1
United Kingdom,"Study etc., education",2024M05,12
United Kingdom,"Study etc., interns",2024M05,4
Turkey,"Study etc., education",2024M05,11
Turkey,"Study etc., interns",2024M05,5
Turkey,"Study etc., other reasons",2024M05,17
Germany,"Study etc., other reasons",2024M05,1
Ethiopia,"Study etc., education",2024M05,1
Ghana,"Study etc., education",2024M05,1
Ghana,"Study etc., interns",2024M05,9
Kenya,"Study etc., education",2024M05,6
Kenya,"Study etc., au pair",2024M05,1
Kenya,"Study etc., interns",2024M05,6
Kenya,"Study etc., other reasons",2024M05,1
Liberia,"Study etc., education",2024M05,1
Nigeria,"Study etc., education",2024M05,3
Nigeria,"Study etc., other reasons",2024M05,3
South Africa,"Study etc., education",2024M05,2
South Africa,"Study etc., interns",2024M05,3
Tanzania,"Study etc., interns",2024M05,19
Uganda,"Study etc., education",2024M05,1
Uganda,"Study etc., interns",2024M05,52
Egypt,"Study etc., education",2024M05,1
Cameroon,"Study etc., au pair",2024M05,1
Cameroon,"Study etc., other reasons",2024M05,1
"Congo, Democratic Republic","Study etc., other reasons",2024M05,1
Rwanda,"Study etc., education",2024M05,1
Zimbabwe,"Study etc., au pair",2024M05,1
Zambia,"Study etc., education",2024M05,1
Argentina,"Study etc., education",2024M05,2
Argentina,"Study etc., other reasons",2024M05,2
Brazil,"Study etc., education",2024M05,4
Brazil,"Study etc., au pair",2024M05,1
Brazil,"Study etc., interns",2024M05,4
Canada,"Study etc., education",2024M05,11
Canada,"Study etc., interns",2024M05,2
Canada,"Study etc., other reasons",2024M05,8
Chile,"Study etc., education",2024M05,2
Chile,"Study etc., other reasons",2024M05,14
Colombia,"Study etc., education",2024M05,5
Ecuador,"Study etc., education",2024M05,2
Guatemala,"Study etc., interns",2024M05,1
Mexico,"Study etc., education",2024M05,17
Mexico,"Study etc., au pair",2024M05,2
Mexico,"Study etc., interns",2024M05,2
Panama,"Study etc., education",2024M05,1
Peru,"Study etc., education",2024M05,3
Peru,"Study etc., interns",2024M05,1
Uruguay,"Study etc., education",2024M05,2
USA,"Study etc., education",2024M05,19
USA,"Study etc., au pair",2024M05,1
USA,"Study etc., interns",2024M05,30
USA,"Study etc., other reasons",2024M05,10
Afghanistan,"Study etc., other reasons",2024M05,4
Bangladesh,"Study etc., education",2024M05,74
Bangladesh,"Study etc., interns",2024M05,5
Bangladesh,"Study etc., other reasons",2024M05,56
Cambodia,"Study etc., interns",2024M05,2
Sri Lanka,"Study etc., education",2024M05,1
Sri Lanka,"Study etc., other reasons",2024M05,52
Taiwan,"Study etc., education",2024M05,2
India,"Study etc., education",2024M05,44
India,"Study etc., interns",2024M05,17
India,"Study etc., other reasons",2024M05,11
Indonesia,"Study etc., education",2024M05,8
Indonesia,"Study etc., au pair",2024M05,1
Iraq,"Study etc., other reasons",2024M05,4
Iran,"Study etc., education",2024M05,9
Iran,"Study etc., interns",2024M05,4
Iran,"Study etc., other reasons",2024M05,279
Israel,"Study etc., education",2024M05,1
Japan,"Study etc., education",2024M05,38
Japan,"Study etc., other reasons",2024M05,32
China,"Study etc., education",2024M05,114
China,"Study etc., interns",2024M05,1
China,"Study etc., other reasons",2024M05,6
Lebanon,"Study etc., education",2024M05,1
Malaysia,"Study etc., education",2024M05,3
Malaysia,"Study etc., other reasons",2024M05,1
Nepal,"Study etc., education",2024M05,14
Nepal,"Study etc., interns",2024M05,13
Nepal,"Study etc., other reasons",2024M05,62
Vietnam,"Study etc., education",2024M05,6
Vietnam,"Study etc., interns",2024M05,63
Vietnam,"Study etc., other reasons",2024M05,1
Pakistan,"Study etc., education",2024M05,13
Pakistan,"Study etc., interns",2024M05,1
Pakistan,"Study etc., other reasons",2024M05,32
Philippines,"Study etc., education",2024M05,5
Philippines,"Study etc., au pair",2024M05,26
Philippines,"Study etc., interns",2024M05,3
Philippines,"Study etc., other reasons",2024M05,1
Singapore,"Study etc., education",2024M05,16
South Korea,"Study etc., education",2024M05,2
South Korea,"Study etc., interns",2024M05,2
South Korea,"Study etc., other reasons",2024M05,5
Thailand,"Study etc., education",2024M05,13
Thailand,"Study etc., au pair",2024M05,2
Thailand,"Study etc., interns",2024M05,2
Thailand,"Study etc., other reasons",2024M05,1
Australia,"Study etc., education",2024M05,20
Australia,"Study etc., other reasons",2024M05,19
New Zealand,"Study etc., education",2024M05,6
New Zealand,"Study etc., other reasons",2024M05,5
Russia,"Study etc., education",2024M05,1
Russia,"Study etc., au pair",2024M05,1
Russia,"Study etc., other reasons",2024M05,1
Ukraine,"Study etc., other reasons",2024M05,1
Belarus,"Study etc., education",2024M05,1
Armenia,"Study etc., education",2024M05,1
Uzbekistan,"Study etc., interns",2024M05,2
Uzbekistan,"Study etc., other reasons",2024M05,1
Kyrgyzstan,"Study etc., interns",2024M05,1
Serbia,"Study etc., education",2024M05,1
Stateless,"Study etc., education",2025M07,1
France,"Study etc., other reasons",2025M07,1
Italy,"Study etc., education",2025M07,1
United Kingdom,"Study etc., education",2025M07,29
United Kingdom,"Study etc., interns",2025M07,3
Turkey,"Study etc., education",2025M07,33
Turkey,"Study etc., interns",2025M07,7
Turkey,"Study etc., other reasons",2025M07,4
Algeria,"Study etc., education",2025M07,2
Ethiopia,"Study etc., education",2025M07,5
Ethiopia,"Study etc., interns",2025M07,1
Ghana,"Study etc., education",2025M07,7
Ghana,"Study etc., au pair",2025M07,1
Ghana,"Study etc., interns",2025M07,3
Kenya,"Study etc., education",2025M07,4
Kenya,"Study etc., au pair",2025M07,2
Kenya,"Study etc., interns",2025M07,20
Madagascar,"Study etc., au pair",2025M07,1
Morocco,"Study etc., interns",2025M07,2
Nigeria,"Study etc., education",2025M07,9
Nigeria,"Study etc., other reasons",2025M07,6
Sudan,"Study etc., education",2025M07,2
South Africa,"Study etc., education",2025M07,11
South Africa,"Study etc., interns",2025M07,5
Tanzania,"Study etc., education",2025M07,2
Tanzania,"Study etc., interns",2025M07,17
Tunisia,"Study etc., education",2025M07,1
Uganda,"Study etc., education",2025M07,1
Uganda,"Study etc., interns",2025M07,53
Egypt,"Study etc., education",2025M07,4
Cameroon,"Study etc., education",2025M07,37
Cameroon,"Study etc., other reasons",2025M07,6
"Congo, Democratic Republic","Study etc., other reasons",2025M07,5
Benin,"Study etc., interns",2025M07,1
Ivory Coast,"Study etc., education",2025M07,1
Zimbabwe,"Study etc., education",2025M07,1
Argentina,"Study etc., education",2025M07,4
Argentina,"Study etc., other reasons",2025M07,1
Brazil,"Study etc., education",2025M07,11
Brazil,"Study etc., au pair",2025M07,1
Brazil,"Study etc., interns",2025M07,5
Brazil,"Study etc., other reasons",2025M07,2
Guyana,"Study etc., education",2025M07,1
Canada,"Study etc., education",2025M07,47
Canada,"Study etc., other reasons",2025M07,10
Chile,"Study etc., education",2025M07,4
Chile,"Study etc., other reasons",2025M07,2
Colombia,"Study etc., education",2025M07,8
Cuba,"Study etc., education",2025M07,1
Dominican Republic,"Study etc., education",2025M07,1
Ecuador,"Study etc., education",2025M07,3
Guatemala,"Study etc., education",2025M07,1
Mexico,"Study etc., education",2025M07,44
Mexico,"Study etc., au pair",2025M07,1
Mexico,"Study etc., interns",2025M07,6
Mexico,"Study etc., other reasons",2025M07,1
Peru,"Study etc., education",2025M07,1
Uruguay,"Study etc., other reasons",2025M07,1
USA,"Study etc., education",2025M07,103
USA,"Study etc., interns",2025M07,8
USA,"Study etc., other reasons",2025M07,9
Venezuela,"Study etc., education",2025M07,1
Afghanistan,"Study etc., education",2025M07,3
Afghanistan,"Study etc., other reasons",2025M07,6
Bangladesh,"Study etc., education",2025M07,237
Bangladesh,"Study etc., interns",2025M07,7
Bangladesh,"Study etc., other reasons",2025M07,46
Myanmar,"Study etc., education",2025M07,3
Cambodia,"Study etc., education",2025M07,1
Cambodia,"Study etc., interns",2025M07,2
Sri Lanka,"Study etc., education",2025M07,3
Sri Lanka,"Study etc., other reasons",2025M07,83
Taiwan,"Study etc., interns",2025M07,1
India,"Study etc., education",2025M07,124
India,"Study etc., interns",2025M07,27
India,"Study etc., other reasons",2025M07,10
Indonesia,"Study etc., education",2025M07,23
Indonesia,"Study etc., interns",2025M07,1
Indonesia,"Study etc., other reasons",2025M07,5
Iran,"Study etc., education",2025M07,9
Iran,"Study etc., interns",2025M07,1
Iran,"Study etc., other reasons",2025M07,22
Israel,"Study etc., education",2025M07,2
Japan,"Study etc., education",2025M07,50
Japan,"Study etc., interns",2025M07,1
Japan,"Study etc., other reasons",2025M07,51
Jordan,"Study etc., education",2025M07,4
China,"Study etc., education",2025M07,286
China,"Study etc., interns",2025M07,10
China,"Study etc., other reasons",2025M07,4
Laos,"Study etc., education",2025M07,1
Lebanon,"Study etc., education",2025M07,4
Malaysia,"Study etc., education",2025M07,4
Malaysia,"Study etc., interns",2025M07,1
Nepal,"Study etc., education",2025M07,120
Nepal,"Study etc., interns",2025M07,6
Nepal,"Study etc., other reasons",2025M07,70
Vietnam,"Study etc., education",2025M07,10
Vietnam,"Study etc., interns",2025M07,46
Pakistan,"Study etc., education",2025M07,41
Pakistan,"Study etc., interns",2025M07,1
Pakistan,"Study etc., other reasons",2025M07,132
Philippines,"Study etc., education",2025M07,8
Philippines,"Study etc., au pair",2025M07,46
Philippines,"Study etc., interns",2025M07,26
Philippines,"Study etc., other reasons",2025M07,1
Saudi Arabia,"Study etc., interns",2025M07,2
Singapore,"Study etc., education",2025M07,36
South Korea,"Study etc., education",2025M07,4
South Korea,"Study etc., interns",2025M07,2
South Korea,"Study etc., other reasons",2025M07,4
Thailand,"Study etc., education",2025M07,20
Thailand,"Study etc., au pair",2025M07,1
Thailand,"Study etc., interns",2025M07,5
Australia,"Study etc., education",2025M07,85
Australia,"Study etc., interns",2025M07,1
Australia,"Study etc., other reasons",2025M07,42
New Zealand,"Study etc., education",2025M07,9
New Zealand,"Study etc., other reasons",2025M07,6
Russia,"Study etc., education",2025M07,6
Russia,"Study etc., interns",2025M07,1
Ukraine,"Study etc., education",2025M07,6
Ukraine,"Study etc., interns",2025M07,1
Belarus,"Study etc., education",2025M07,1
Azerbaijan,"Study etc., education",2025M07,1
Uzbekistan,"Study etc., education",2025M07,3
Uzbekistan,"Study etc., interns",2025M07,5
Kazakhstan,"Study etc., education",2025M07,13
Kyrgyzstan,"Study etc., education",2025M07,1
Kyrgyzstan,"Study etc., interns",2025M07,3
Georgia,"Study etc., education",2025M07,1
Slovenia,"Study etc., other reasons",2025M07,1
Bosnia and Herzegovina,"Study etc., education",2025M07,1
Bosnia and Herzegovina,"Study etc., interns",2025M07,1
Ireland,"Study etc., education",2024M09,1
United Kingdom,"Study etc., education",2024M09,31
United Kingdom,"Study etc., interns",2024M09,3
United Kingdom,"Study etc., other reasons",2024M09,1
Turkey,"Study etc., education",2024M09,5
Turkey,"Study etc., interns",2024M09,4
Turkey,"Study etc., other reasons",2024M09,10
Germany,"Study etc., other reasons",2024M09,2
Ghana,"Study etc., education",2024M09,1
Ghana,"Study etc., interns",2024M09,1
Kenya,"Study etc., interns",2024M09,5
Morocco,"Study etc., education",2024M09,2
Nigeria,"Study etc., education",2024M09,3
Nigeria,"Study etc., other reasons",2024M09,6
South Africa,"Study etc., education",2024M09,1
South Africa,"Study etc., interns",2024M09,3
Tanzania,"Study etc., education",2024M09,2
Tanzania,"Study etc., interns",2024M09,24
Uganda,"Study etc., education",2024M09,1
Uganda,"Study etc., interns",2024M09,43
Egypt,"Study etc., education",2024M09,4
Egypt,"Study etc., interns",2024M09,2
Cameroon,"Study etc., education",2024M09,12
Cameroon,"Study etc., other reasons",2024M09,5
"Congo, Democratic Republic","Study etc., other reasons",2024M09,3
Zimbabwe,"Study etc., education",2024M09,1
Zimbabwe,"Study etc., interns",2024M09,1
Argentina,"Study etc., education",2024M09,4
Brazil,"Study etc., education",2024M09,17
Brazil,"Study etc., interns",2024M09,7
Brazil,"Study etc., other reasons",2024M09,3
Canada,"Study etc., education",2024M09,26
Canada,"Study etc., other reasons",2024M09,6
Chile,"Study etc., education",2024M09,4
Colombia,"Study etc., education",2024M09,6
Colombia,"Study etc., interns",2024M09,3
Costa Rica,"Study etc., education",2024M09,2
Ecuador,"Study etc., education",2024M09,1
Mexico,"Study etc., education",2024M09,11
Mexico,"Study etc., au pair",2024M09,1
Mexico,"Study etc., interns",2024M09,1
Peru,"Study etc., interns",2024M09,1
USA,"Study etc., education",2024M09,1546
USA,"Study etc., interns",2024M09,6
USA,"Study etc., other reasons",2024M09,14
Venezuela,"Study etc., education",2024M09,1
Afghanistan,"Study etc., other reasons",2024M09,8
Bangladesh,"Study etc., education",2024M09,153
Bangladesh,"Study etc., interns",2024M09,6
Bangladesh,"Study etc., other reasons",2024M09,118
Sri Lanka,"Study etc., education",2024M09,2
Sri Lanka,"Study etc., other reasons",2024M09,67
India,"Study etc., education",2024M09,30
India,"Study etc., interns",2024M09,20
India,"Study etc., other reasons",2024M09,19
Indonesia,"Study etc., interns",2024M09,1
Iraq,"Study etc., other reasons",2024M09,2
Iran,"Study etc., education",2024M09,9
Iran,"Study etc., interns",2024M09,4
Iran,"Study etc., other reasons",2024M09,128
Israel,"Study etc., education",2024M09,1
Israel,"Study etc., other reasons",2024M09,1
Japan,"Study etc., education",2024M09,20
Japan,"Study etc., other reasons",2024M09,18
Jordan,"Study etc., education",2024M09,1
China,"Study etc., education",2024M09,43
China,"Study etc., interns",2024M09,3
China,"Study etc., other reasons",2024M09,4
Lebanon,"Study etc., education",2024M09,2
Lebanon,"Study etc., other reasons",2024M09,5
Malaysia,"Study etc., education",2024M09,2
Nepal,"Study etc., education",2024M09,81
Nepal,"Study etc., interns",2024M09,7
Nepal,"Study etc., other reasons",2024M09,197
Vietnam,"Study etc., education",2024M09,5
Vietnam,"Study etc., interns",2024M09,55
Pakistan,"Study etc., education",2024M09,12
Pakistan,"Study etc., interns",2024M09,2
Pakistan,"Study etc., other reasons",2024M09,81
Philippines,"Study etc., education",2024M09,2
Philippines,"Study etc., au pair",2024M09,28
Philippines,"Study etc., interns",2024M09,13
Philippines,"Study etc., other reasons",2024M09,2
Singapore,"Study etc., education",2024M09,1
Singapore,"Study etc., interns",2024M09,2
South Korea,"Study etc., education",2024M09,21
South Korea,"Study etc., other reasons",2024M09,7
Thailand,"Study etc., education",2024M09,2
Thailand,"Study etc., interns",2024M09,4
Thailand,"Study etc., other reasons",2024M09,1
Australia,"Study etc., education",2024M09,17
Australia,"Study etc., other reasons",2024M09,17
New Zealand,"Study etc., education",2024M09,5
New Zealand,"Study etc., other reasons",2024M09,3
Russia,"Study etc., education",2024M09,7
Ukraine,"Study etc., education",2024M09,10
Ukraine,"Study etc., other reasons",2024M09,1
Azerbaijan,"Study etc., education",2024M09,1
Azerbaijan,"Study etc., interns",2024M09,1
Azerbaijan,"Study etc., other reasons",2024M09,2
Uzbekistan,"Study etc., interns",2024M09,4
Georgia,"Study etc., education",2024M09,5
Republic of North Macedonia,"Study etc., education",2024M09,1
Serbia,"Study etc., education",2024M09,1
Honduras,"Study etc., other reasons",2025M10,1
Jamaica,"Study etc., education",2025M10,1
Mexico,"Study etc., education",2025M10,5
Mexico,"Study etc., au pair",2025M10,1
Mexico,"Study etc., interns",2025M10,1
Mexico,"Study etc., other reasons",2025M10,1
Peru,"Study etc., education",2025M10,1
El Salvador,"Study etc., education",2025M10,1
Uruguay,"Study etc., education",2025M10,1
USA,"Study etc., education",2025M10,31
USA,"Study etc., interns",2025M10,2
USA,"Study etc., other reasons",2025M10,27
Afghanistan,"Study etc., interns",2025M10,1
Afghanistan,"Study etc., other reasons",2025M10,39
Bangladesh,"Study etc., education",2025M10,2
Bangladesh,"Study etc., other reasons",2025M10,57
Cambodia,"Study etc., interns",2025M10,1
Sri Lanka,"Study etc., education",2025M10,1
Sri Lanka,"Study etc., interns",2025M10,5
Sri Lanka,"Study etc., other reasons",2025M10,47
India,"Study etc., education",2025M10,18
India,"Study etc., interns",2025M10,6
India,"Study etc., other reasons",2025M10,37
Indonesia,"Study etc., education",2025M10,6
Indonesia,"Study etc., other reasons",2025M10,1
Iran,"Study etc., education",2025M10,12
Iran,"Study etc., interns",2025M10,1
Iran,"Study etc., other reasons",2025M10,76
Japan,"Study etc., education",2025M10,45
Japan,"Study etc., other reasons",2025M10,13
China,"Study etc., education",2025M10,61
China,"Study etc., interns",2025M10,3
China,"Study etc., other reasons",2025M10,3
Nepal,"Study etc., education",2025M10,6
Nepal,"Study etc., interns",2025M10,4
Nepal,"Study etc., other reasons",2025M10,30
Vietnam,"Study etc., education",2025M10,5
Vietnam,"Study etc., interns",2025M10,31
Pakistan,"Study etc., education",2025M10,6
Pakistan,"Study etc., other reasons",2025M10,99
Philippines,"Study etc., education",2025M10,1
Philippines,"Study etc., au pair",2025M10,31
Philippines,"Study etc., interns",2025M10,12
Saudi Arabia,"Study etc., other reasons",2025M10,1
Singapore,"Study etc., education",2025M10,5
South Korea,"Study etc., education",2025M10,7
South Korea,"Study etc., other reasons",2025M10,2
Syria,"Study etc., other reasons",2025M10,1
Thailand,"Study etc., education",2025M10,5
Thailand,"Study etc., au pair",2025M10,2
Thailand,"Study etc., interns",2025M10,4
Australia,"Study etc., education",2025M10,24
Australia,"Study etc., other reasons",2025M10,19
New Zealand,"Study etc., education",2025M10,1
New Zealand,"Study etc., interns",2025M10,1
Russia,"Study etc., education",2025M10,5
Ukraine,"Study etc., education",2025M10,2
Ukraine,"Study etc., other reasons",2025M10,2
Belarus,"Study etc., au pair",2025M10,1
Uzbekistan,"Study etc., interns",2025M10,3
Turkmenistan,"Study etc., education",2025M10,1
Georgia,"Study etc., other reasons",2025M10,1
Slovenia,"Study etc., other reasons",2025M10,1
Serbia,"Study etc., education",2025M10,1
San Marino,"Study etc., education",2025M04,1
United Kingdom,"Study etc., education",2025M04,3
Turkey,"Study etc., education",2025M04,3
Turkey,"Study etc., interns",2025M04,1
Turkey,"Study etc., other reasons",2025M04,5
Germany,"Study etc., other reasons",2025M04,1
Algeria,"Study etc., education",2025M04,2
Ethiopia,"Study etc., education",2025M04,1
Ghana,"Study etc., education",2025M04,4
Ghana,"Study etc., interns",2025M04,1
Kenya,"Study etc., education",2025M04,2
Kenya,"Study etc., au pair",2025M04,1
Kenya,"Study etc., interns",2025M04,17
Kenya,"Study etc., other reasons",2025M04,1
Mali,"Study etc., education",2025M04,1
Nigeria,"Study etc., education",2025M04,2
South Africa,"Study etc., interns",2025M04,2
Tanzania,"Study etc., interns",2025M04,10
Uganda,"Study etc., education",2025M04,3
Uganda,"Study etc., interns",2025M04,32
Egypt,"Study etc., other reasons",2025M04,1
Cameroon,"Study etc., education",2025M04,1
Cameroon,"Study etc., other reasons",2025M04,4
"Congo, Democratic Republic","Study etc., other reasons",2025M04,9
Burkina Faso,"Study etc., education",2025M04,2
Argentina,"Study etc., interns",2025M04,1
Argentina,"Study etc., other reasons",2025M04,64
Brazil,"Study etc., education",2025M04,5
Brazil,"Study etc., interns",2025M04,3
Brazil,"Study etc., other reasons",2025M04,1
Canada,"Study etc., education",2025M04,2
Canada,"Study etc., other reasons",2025M04,2
Chile,"Study etc., education",2025M04,1
Chile,"Study etc., other reasons",2025M04,62
Colombia,"Study etc., education",2025M04,3
Costa Rica,"Study etc., education",2025M04,1
Ecuador,"Study etc., education",2025M04,1
Mexico,"Study etc., education",2025M04,8
Mexico,"Study etc., interns",2025M04,3
Mexico,"Study etc., other reasons",2025M04,1
Uruguay,"Study etc., education",2025M04,1
USA,"Study etc., education",2025M04,16
USA,"Study etc., au pair",2025M04,1
USA,"Study etc., interns",2025M04,7
USA,"Study etc., other reasons",2025M04,3
Venezuela,"Study etc., education",2025M04,1
Afghanistan,"Study etc., other reasons",2025M04,8
Bangladesh,"Study etc., education",2025M04,27
Bangladesh,"Study etc., interns",2025M04,7
Bangladesh,"Study etc., other reasons",2025M04,49
Myanmar,"Study etc., education",2025M04,1
Cambodia,"Study etc., interns",2025M04,1
Sri Lanka,"Study etc., education",2025M04,1
Sri Lanka,"Study etc., other reasons",2025M04,79
India,"Study etc., education",2025M04,11
India,"Study etc., interns",2025M04,10
India,"Study etc., other reasons",2025M04,9
Indonesia,"Study etc., education",2025M04,2
Iraq,"Study etc., other reasons",2025M04,3
Iran,"Study etc., education",2025M04,8
Iran,"Study etc., interns",2025M04,2
Iran,"Study etc., other reasons",2025M04,79
Israel,"Study etc., education",2025M04,2
Japan,"Study etc., education",2025M04,26
Japan,"Study etc., other reasons",2025M04,17
China,"Study etc., education",2025M04,17
China,"Study etc., interns",2025M04,3
China,"Study etc., other reasons",2025M04,2
Malaysia,"Study etc., education",2025M04,1
Malaysia,"Study etc., interns",2025M04,1
Nepal,"Study etc., education",2025M04,18
Nepal,"Study etc., interns",2025M04,6
Nepal,"Study etc., other reasons",2025M04,113
Vietnam,"Study etc., education",2025M04,2
Vietnam,"Study etc., interns",2025M04,31
Pakistan,"Study etc., education",2025M04,6
Pakistan,"Study etc., other reasons",2025M04,136
Philippines,"Study etc., education",2025M04,2
Philippines,"Study etc., au pair",2025M04,20
Philippines,"Study etc., interns",2025M04,8
Philippines,"Study etc., other reasons",2025M04,1
Singapore,"Study etc., education",2025M04,10
South Korea,"Study etc., education",2025M04,1
South Korea,"Study etc., other reasons",2025M04,12
Thailand,"Study etc., education",2025M04,1
Thailand,"Study etc., au pair",2025M04,2
Thailand,"Study etc., other reasons",2025M04,1
Australia,"Study etc., education",2025M04,6
Australia,"Study etc., other reasons",2025M04,23
New Zealand,"Study etc., other reasons",2025M04,1
Russia,"Study etc., education",2025M04,1
Ukraine,"Study etc., education",2025M04,3
Azerbaijan,"Study etc., education",2025M04,1
Uzbekistan,"Study etc., interns",2025M04,3
Republic of North Macedonia,"Study etc., education",2025M04,2
Sri Lanka,"Study etc., education",2024M07,3
Sri Lanka,"Study etc., other reasons",2024M07,21
Taiwan,"Study etc., education",2024M07,1
India,"Study etc., education",2024M07,84
India,"Study etc., interns",2024M07,15
India,"Study etc., other reasons",2024M07,11
Indonesia,"Study etc., education",2024M07,13
Indonesia,"Study etc., other reasons",2024M07,5
Iraq,"Study etc., other reasons",2024M07,1
Iran,"Study etc., education",2024M07,21
Iran,"Study etc., interns",2024M07,2
Iran,"Study etc., other reasons",2024M07,84
Israel,"Study etc., education",2024M07,9
Japan,"Study etc., education",2024M07,81
Japan,"Study etc., other reasons",2024M07,3
Jordan,"Study etc., education",2024M07,1
China,"Study etc., education",2024M07,243
China,"Study etc., interns",2024M07,8
China,"Study etc., other reasons",2024M07,5
Lebanon,"Study etc., education",2024M07,1
Malaysia,"Study etc., education",2024M07,2
Nepal,"Study etc., education",2024M07,229
Nepal,"Study etc., interns",2024M07,9
Nepal,"Study etc., other reasons",2024M07,103
Vietnam,"Study etc., education",2024M07,11
Vietnam,"Study etc., interns",2024M07,35
Pakistan,"Study etc., education",2024M07,13
Pakistan,"Study etc., interns",2024M07,1
Pakistan,"Study etc., other reasons",2024M07,20
Philippines,"Study etc., education",2024M07,3
Philippines,"Study etc., au pair",2024M07,24
Philippines,"Study etc., interns",2024M07,4
Philippines,"Study etc., other reasons",2024M07,1
Singapore,"Study etc., education",2024M07,31
Singapore,"Study etc., interns",2024M07,1
South Korea,"Study etc., education",2024M07,10
South Korea,"Study etc., interns",2024M07,3
South Korea,"Study etc., other reasons",2024M07,2
Thailand,"Study etc., education",2024M07,12
Thailand,"Study etc., interns",2024M07,4
Australia,"Study etc., education",2024M07,76
Australia,"Study etc., interns",2024M07,2
Australia,"Study etc., other reasons",2024M07,7
New Zealand,"Study etc., education",2024M07,9
New Zealand,"Study etc., interns",2024M07,1
New Zealand,"Study etc., other reasons",2024M07,2
Russia,"Study etc., education",2024M07,9
Russia,"Study etc., interns",2024M07,1
Russia,"Study etc., other reasons",2024M07,2
Ukraine,"Study etc., education",2024M07,6
Ukraine,"Study etc., other reasons",2024M07,2
Belarus,"Study etc., education",2024M07,1
Azerbaijan,"Study etc., education",2024M07,4
Uzbekistan,"Study etc., interns",2024M07,7
Kazakhstan,"Study etc., education",2024M07,7
Kyrgyzstan,"Study etc., interns",2024M07,1
Georgia,"Study etc., education",2024M07,3
Slovenia,"Study etc., other reasons",2024M07,1
Bosnia and Herzegovina,"Study etc., education",2024M07,1
Republic of North Macedonia,"Study etc., education",2024M07,2
Serbia,"Study etc., education",2024M07,3
Serbia,"Study etc., other reasons",2024M07,1
Stateless,"Study etc., other reasons",2024M07,1
Albania,"Study etc., education",2024M07,2
United Kingdom,"Study etc., education",2024M07,28
United Kingdom,"Study etc., interns",2024M07,3
United Kingdom,"Study etc., other reasons",2024M07,1
Turkey,"Study etc., education",2024M07,15
Turkey,"Study etc., interns",2024M07,2
Turkey,"Study etc., other reasons",2024M07,2
Algeria,"Study etc., education",2024M07,1
Ethiopia,"Study etc., education",2024M07,1
Ghana,"Study etc., education",2024M07,4
Ghana,"Study etc., interns",2024M07,5
Guinea,"Study etc., education",2024M07,1
Kenya,"Study etc., education",2024M07,5
Kenya,"Study etc., interns",2024M07,4
Morocco,"Study etc., education",2024M07,6
Morocco,"Study etc., interns",2024M07,1
Morocco,"Study etc., other reasons",2024M07,1
Nigeria,"Study etc., education",2024M07,5
Nigeria,"Study etc., other reasons",2024M07,1
Namibia,"Study etc., au pair",2024M07,1
South Africa,"Study etc., education",2024M07,3
South Africa,"Study etc., interns",2024M07,1
Tanzania,"Study etc., education",2024M07,1
Tanzania,"Study etc., interns",2024M07,15
Uganda,"Study etc., education",2024M07,5
Uganda,"Study etc., interns",2024M07,44
Egypt,"Study etc., education",2024M07,2
Cameroon,"Study etc., education",2024M07,4
Cameroon,"Study etc., other reasons",2024M07,1
Rwanda,"Study etc., interns",2024M07,1
Argentina,"Study etc., education",2024M07,2
Argentina,"Study etc., other reasons",2024M07,1
Bolivia,"Study etc., other reasons",2024M07,1
Brazil,"Study etc., education",2024M07,15
Brazil,"Study etc., au pair",2024M07,2
Brazil,"Study etc., interns",2024M07,5
Brazil,"Study etc., other reasons",2024M07,3
Canada,"Study etc., education",2024M07,47
Canada,"Study etc., other reasons",2024M07,2
Chile,"Study etc., education",2024M07,7
Colombia,"Study etc., education",2024M07,10
Colombia,"Study etc., au pair",2024M07,1
Colombia,"Study etc., other reasons",2024M07,1
Dominican Republic,"Study etc., education",2024M07,1
Dominican Republic,"Study etc., interns",2024M07,1
Ecuador,"Study etc., education",2024M07,4
Ecuador,"Study etc., interns",2024M07,2
Guatemala,"Study etc., education",2024M07,2
Mexico,"Study etc., education",2024M07,59
Mexico,"Study etc., interns",2024M07,2
